uuid,merge_request
596b021b-df85-4808-8ff4-f4fd7c1eb192,https://gitlab.com/gitlab-data/analytics/-/merge_requests/2833
f5fb5018-e986-45fb-be6a-19df1dbeca30,https://gitlab.com/gitlab-data/analytics/-/merge_requests/2833
789fc8d8-91ea-45b8-ad68-a6b60d5d9256,https://gitlab.com/gitlab-data/analytics/-/merge_requests/2833
